0.0	9.836064	B:min
9.836064	16.39344	B:min/5
16.39344	19.672128	E:sus2
19.672128	29.508192	B:min
29.508192	32.78688	E:maj
32.78688	36.065568	F#:maj
36.065568	39.344256	B:min
39.344256	42.622944	F#:maj
42.622944	44.262288	B:min
44.262288	45.901632	B:min7/b7
45.901632	49.18032	F#:maj
49.18032	55.737696	B:min
55.737696	59.016384	E:min
59.016384	62.295072	F#:maj
62.295072	65.57376	B:min
65.57376	68.852448	E:min
68.852448	72.131136	F#:maj/5
72.131136	73.77048	B:min
73.77048	75.409824	E:min
75.409824	77.049168	B:min
77.049168	78.688512	E:min
78.688512	81.9672	F#:maj
81.9672	88.524576	B:min
88.524576	91.803264	F#:maj
91.803264	98.36064	B:min
98.36064	101.639328	E:min
101.639328	104.918016	F#:maj
104.918016	109.836048	B:min
109.836048	111.475392	E:min
111.475392	114.75408	F#:maj/5
114.75408	116.393424	B:min
116.393424	118.032768	E:min
118.032768	119.672112	B:min
119.672112	121.311456	E:min
121.311456	124.590144	F#:maj
124.590144	127.868832	B:min
127.868832	131.14752	E:min
131.14752	134.426135	B:min
134.426135	136.030412	D:maj
136.030412	137.634689	E:min
137.634689	140.843243	F#:maj
140.843243	144.051797	B:min
144.051797	147.385127	E:min
147.385127	149.051792	D:maj
149.051792	150.718457	C#:maj
150.718457	157.225893	F#:maj
157.225893	160.400495	B:min
160.400495	163.771281	E:min
163.771281	167.142067	B:min
167.142067	168.768083	A:maj/5
168.768083	170.394099	D:maj
170.394099	173.646131	B:min
173.646131	176.898163	E:min
176.898163	180.150195	F#:maj
180.150195	186.654259	B:min
186.654259	189.906291	E:min
189.906291	193.158323	A:maj
193.158323	196.446388	F#:maj
196.446388	199.770486	B:min
199.770486	203.094584	E:min
203.094584	206.418682	F#:maj
206.418682	212.83579	B:min
212.83579	216.044344	E:min
216.044344	222.767032	F#:maj
222.767032	226.056283	B:min
226.056283	229.273441	E:min
229.273441	230.88202	A:maj/5
230.88202	239.099173	F#:maj
239.099173	242.383088	B:min
242.383088	247.234838	E:min
247.234838	248.852088	B:min
248.852088	250.469338	A:maj
250.469338	252.086588	F#:maj
252.086588	255.321088	B:min
255.321088	258.663704	E:min
258.663704	262.00632	F#:maj
262.00632	268.515162	B:min
268.515162	271.681388	E:min
271.681388	275.024004	A:maj
275.024004	278.36662	F#:maj
278.36662	281.60112	B:min
281.60112	284.83562	E:min
284.83562	288.07012	F#:maj
288.07012	294.728164	B:min
294.728164	298.024864	E:min
298.024864	301.21635	F#:maj
301.21635	304.407836	B:min
304.407836	307.599322	F#:sus4(b7)
307.599322	313.982294	F#:sus4(b7)
313.982294	321.961009	B:min
321.961009	325.15249500000004	B:min
