0.41	1.0
1.24	2.0
2.06	3.0
2.9	4.0
3.72	1.0
4.56	2.0
5.4	3.0
6.24	4.0
7.08	1.0
7.91	2.0
8.74	3.0
9.56	4.0
10.39	1.0
11.24	2.0
12.06	3.0
12.91	4.0
13.74	1.0
14.57	2.0
15.41	3.0
16.25	4.0
17.09	1.0
17.92	2.0
18.75	3.0
19.58	4.0
20.41	1.0
21.25	2.0
22.09	3.0
22.92	4.0
23.75	1.0
24.58	2.0
25.41	3.0
26.25	4.0
27.08	1.0
27.91	2.0
28.74	3.0
29.57	4.0
30.41	1.0
31.23	2.0
32.07	3.0
32.9	4.0
33.73	1.0
34.57	2.0
35.41	3.0
36.24	4.0
37.08	1.0
37.91	2.0
38.74	3.0
39.58	4.0
40.41	1.0
41.25	2.0
42.07	3.0
42.9	4.0
43.75	1.0
44.57	2.0
45.41	3.0
46.25	4.0
47.07	1.0
47.92	2.0
48.73	3.0
49.58	4.0
50.42	1.0
51.25	2.0
52.09	3.0
52.92	4.0
53.76	1.0
54.58	2.0
55.42	3.0
56.26	4.0
57.09	1.0
57.93	2.0
58.75	3.0
59.59	4.0
60.43	1.0
61.26	2.0
62.1	3.0
62.92	4.0
63.76	1.0
64.59	2.0
65.43	3.0
66.25	4.0
67.1	1.0
67.93	2.0
68.75	3.0
69.59	4.0
70.42	1.0
71.25	2.0
72.08	3.0
72.91	4.0
73.74	1.0
74.58	2.0
75.42	3.0
76.25	4.0
77.09	1.0
77.92	2.0
78.76	3.0
79.59	4.0
80.43	1.0
81.25	2.0
82.09	3.0
82.93	4.0
83.75	1.0
84.58	2.0
85.43	3.0
86.26	4.0
87.09	1.0
87.92	2.0
88.76	3.0
89.59	4.0
90.43	1.0
91.26	2.0
92.1	3.0
92.93	4.0
93.77	1.0
94.59	2.0
95.44	3.0
96.27	4.0
97.1	1.0
97.93	2.0
98.75	3.0
99.59	4.0
100.43	1.0
101.25	2.0
102.08	3.0
102.93	4.0
103.76	1.0
104.58	2.0
105.42	3.0
106.25	4.0
107.09	1.0
107.92	2.0
108.75	3.0
109.58	4.0
110.42	1.0
111.25	2.0
112.08	3.0
112.91	4.0
113.75	1.0
114.57	2.0
115.4	3.0
116.24	4.0
117.08	1.0
117.9	2.0
118.74	3.0
119.57	4.0
120.41	1.0
121.24	2.0
122.07	3.0
122.91	4.0
123.75	1.0
124.56	2.0
125.41	3.0
126.25	4.0
127.08	1.0
127.91	2.0
128.75	3.0
129.57	4.0
130.42	1.0
131.25	2.0
132.08	3.0
132.91	4.0
133.75	1.0
134.58	2.0
135.41	3.0
136.25	4.0
137.09	1.0
137.92	2.0
138.75	3.0
139.59	4.0
140.42	1.0
141.25	2.0
142.09	3.0
142.92	4.0
143.76	1.0
144.59	2.0
145.42	3.0
146.25	4.0
147.09	1.0
147.92	2.0
148.75	3.0
149.58	4.0
150.42	1.0
151.25	2.0
152.08	3.0
152.92	4.0
153.75	1.0
154.58	2.0
155.42	3.0
156.25	4.0
157.08	1.0
157.91	2.0
158.74	3.0
159.58	4.0
160.41	1.0
161.23	2.0
162.08	3.0
162.9	4.0
163.74	1.0
164.58	2.0
165.42	3.0
166.28	4.0
167.08	1.0
167.9	2.0
168.73	3.0
169.56	4.0
170.42	1.0
171.24	2.0
172.08	3.0
172.91	4.0
173.74	1.0
174.58	2.0
175.42	3.0
176.26	4.0
177.09	1.0
177.94	2.0
178.76	3.0
179.58	4.0
180.42	1.0
181.25	2.0
182.09	3.0
182.93	4.0
183.76	1.0
184.59	2.0
185.43	3.0
186.26	4.0
187.09	1.0
187.92	2.0
188.76	3.0
189.59	4.0
190.43	1.0
191.26	2.0
192.09	3.0
192.93	4.0
193.76	1.0
194.6	2.0
195.43	3.0
196.26	4.0
197.1	1.0
197.93	2.0
198.76	3.0
199.6	4.0
200.43	1.0
201.26	2.0
202.1	3.0
202.93	4.0
203.77	1.0
204.6	2.0
205.42	3.0
206.26	4.0
207.11	1.0
207.94	2.0
208.77	3.0
209.62	4.0
210.43	1.0
211.28	2.0
212.09	3.0
212.94	4.0
213.76	1.0
214.59	2.0
215.42	3.0
216.26	4.0
217.1	1.0
217.93	2.0
218.75	3.0
219.63	4.0
220.53	1.0
221.42	2.0
222.37	3.0
223.3	4.0
224.25	1.0
225.04	2.0
225.87	3.0
226.72	4.0
