0.0	4.73687074829932	N
4.73687074829932	8.800362811791384	B:min
8.800362811791384	12.863854875283447	F#:7
12.863854875283447	16.950566893424035	B:min
16.950566893424035	21.0140589569161	F#:maj
21.0140589569161	25.077551020408166	B:min
25.077551020408166	29.14104308390023	G:maj
29.14104308390023	33.20453514739229	F#:maj
33.20453514739229	39.31138321995465	B:min
39.31138321995465	41.35473922902494	C#:7
41.35473922902494	43.39809523809524	B:min
43.39809523809524	45.44145124716553	E:min
45.44145124716553	47.4615873015873	G:maj
47.4615873015873	49.48172335600907	F#:maj
49.48172335600907	53.56843537414966	B:min
53.56843537414966	55.58857142857143	G:maj
55.58857142857143	57.608707482993196	A:maj
57.608707482993196	61.69541950113379	D:maj
61.69541950113379	65.75891156462585	G:maj
65.75891156462585	69.82240362811791	F#:maj
69.82240362811791	71.84253968253968	G:maj
71.84253968253968	73.88589569160997	A:maj
73.88589569160997	77.94938775510204	D:maj
77.94938775510204	82.03609977324263	G:maj
82.03609977324263	86.09959183673469	F#:maj
86.09959183673469	90.16308390022675	B:min
90.16308390022675	94.22657596371883	G:maj
94.22657596371883	98.29006802721089	F#:maj
98.29006802721089	104.39691609977325	B:min
104.39691609977325	106.44027210884354	C#:7
106.44027210884354	108.46040816326531	B:min
108.46040816326531	110.50376417233561	E:min
110.50376417233561	112.5471201814059	G:maj
112.5471201814059	114.56725623582767	F#:maj
114.56725623582767	118.63074829931973	B:min
118.63074829931973	122.6942403628118	G:maj
122.6942403628118	126.78095238095239	F#:maj
126.78095238095239	128.80108843537414	G:maj
128.80108843537414	130.84444444444443	A:maj
130.84444444444443	134.9079365079365	B:min
134.9079365079365	136.9512925170068	G:maj
136.9512925170068	138.97142857142856	A:maj
138.97142857142856	141.0380045351474	D:maj
141.0380045351474	147.12163265306123	G:maj
147.12163265306123	151.16190476190476	F#:maj
151.16190476190476	153.2284807256236	G:maj
153.2284807256236	155.24861678004535	A:maj
155.24861678004535	159.33532879818594	D:maj
159.33532879818594	163.39882086167802	G:maj
163.39882086167802	167.46231292517007	F#:maj
167.46231292517007	169.50566893424036	G:maj
169.50566893424036	171.52580498866214	A:maj
171.52580498866214	175.5892970521542	D:maj
175.5892970521542	179.67600907029478	G:maj
179.67600907029478	181.69614512471657	F#:maj
181.69614512471657	183.73950113378686	F#:7
183.73950113378686	187.84943310657596	B:min
187.84943310657596	191.8897052154195	C#:7
191.8897052154195	195.88353741496599	B:min7
195.88353741496599	199.9934693877551	C#:7
199.9934693877551	211.2087074829932	B:min
