1.42	1.0
2.0	2.0
2.58	3.0
3.17	4.0
3.75	1.0
4.34	2.0
4.92	3.0
5.51	4.0
6.09	1.0
6.67	2.0
7.25	3.0
7.83	4.0
8.41	1.0
9.0	2.0
9.58	3.0
10.16	4.0
10.76	1.0
11.33	2.0
11.91	3.0
12.5	4.0
13.09	1.0
13.66	2.0
14.24	3.0
14.83	4.0
15.41	1.0
15.97	2.0
16.57	3.0
17.15	4.0
17.74	1.0
18.32	2.0
18.9	3.0
19.48	4.0
20.08	1.0
20.66	2.0
21.24	3.0
21.82	4.0
22.41	1.0
22.96	2.0
23.57	3.0
24.15	4.0
24.73	1.0
25.32	2.0
25.9	3.0
26.48	4.0
27.07	1.0
27.64	2.0
28.21	3.0
28.8	4.0
29.39	1.0
29.97	2.0
30.55	3.0
31.13	4.0
31.72	1.0
32.3	2.0
32.88	3.0
33.47	4.0
34.06	1.0
34.63	2.0
35.21	3.0
35.8	4.0
36.38	1.0
36.95	2.0
37.52	3.0
38.13	4.0
38.71	1.0
39.28	2.0
39.87	3.0
40.45	4.0
41.04	1.0
41.63	2.0
42.2	3.0
42.79	4.0
43.38	1.0
43.96	2.0
44.54	3.0
45.11	4.0
45.7	1.0
46.28	2.0
46.87	3.0
47.45	4.0
48.04	1.0
48.61	2.0
49.19	3.0
49.77	4.0
50.36	1.0
50.94	2.0
51.5	3.0
52.08	4.0
52.69	1.0
53.28	2.0
53.85	3.0
54.44	4.0
55.03	1.0
55.6	2.0
56.18	3.0
56.76	4.0
57.35	1.0
57.94	2.0
58.52	3.0
59.1	4.0
59.69	1.0
60.26	2.0
60.85	3.0
61.43	4.0
62.02	1.0
62.6	2.0
63.19	3.0
63.76	4.0
64.35	1.0
64.93	2.0
65.52	3.0
66.09	4.0
66.67	1.0
67.26	2.0
67.83	3.0
68.42	4.0
69.01	1.0
69.58	2.0
70.16	3.0
70.75	4.0
71.32	1.0
71.91	2.0
72.52	3.0
73.09	4.0
73.67	1.0
74.24	2.0
74.83	3.0
75.41	4.0
75.97	1.0
76.55	2.0
77.15	3.0
77.74	4.0
78.32	1.0
78.9	2.0
79.47	3.0
80.07	4.0
80.64	1.0
81.21	2.0
81.79	3.0
82.39	4.0
82.97	1.0
83.53	2.0
84.15	3.0
84.72	4.0
85.3	1.0
85.96	2.0
86.66	3.0
87.45	4.0
88.33	1.0
89.17	2.0
89.98	3.0
