0.356	0.856	N
0.856	1.356	N
1.356	1.856	N
1.856	3.856	C:sus2
3.856	5.856	F:min7
5.856	6.356	Bb:maj
6.356	6.856	C:min7/b7
6.856	7.856	Bb:maj6
7.856	8.856	Eb:maj
8.856	9.356	Bb:maj/3
9.356	9.856	D:sus4(b7)
9.856	11.356	Ab:maj
11.356	11.856	Eb:maj/3
11.856	12.356	Bb:maj
12.356	13.856	D:min7/b7
13.856	14.856	Ab:maj
14.856	15.856	Bb:sus2
15.856	17.856	C:min
17.856	18.856	C:sus2
18.856	19.856	C:min
19.856	21.356	F:sus2
21.356	21.856	C#:maj/5
21.856	23.856	Bb:sus2
23.856	25.856	Eb:maj
25.856	26.856	Ab:maj7
26.856	27.856	Bb:sus2
27.856	29.856	Bb:maj
29.856	31.856	Ab:maj
31.856	33.856	G:sus4
33.856	35.856	C:min
35.856	36.356	D:min/b3
36.356	37.356	F:min
37.356	37.856	Bb:sus2
37.856	39.856	Bb:sus4(b7)
39.856	40.856	Eb:maj
40.856	41.856	Bb:maj/3
41.856	42.356	Ab:maj
42.356	43.856	Ab:sus2
43.856	44.856	Bb:sus2
44.856	45.856	D:min7/b7
45.856	46.856	Ab:maj6
46.856	47.356	Bb:maj
47.356	47.856	Eb:maj7/7
47.856	48.856	C:sus2
48.856	49.856	C:min
49.856	51.856	C:min
51.856	52.356	F:min
52.356	52.856	F:sus2
52.856	53.856	F:min7
53.856	54.356	Bb:maj
54.356	54.856	Bb:sus2
54.856	55.856	Bb:7
55.856	56.356	Eb:maj
56.356	56.856	Eb:sus2
56.856	57.856	Eb:maj7/7
57.856	59.856	Ab:maj
59.856	60.856	Bb:maj
60.856	61.856	Bb:sus4(b7)
61.856	62.856	Ab:maj
62.856	63.856	Bb:maj
63.856	64.356	C:min
64.356	64.856	C:sus2
64.856	65.856	Eb:maj7/7
65.856	66.856	C:min
66.856	67.856	Eb:maj7/7
67.856	68.356	F:sus2
68.356	69.856	F:min
69.856	70.856	Bb:sus2
70.856	71.856	Bb:7
71.856	72.856	Eb:maj
72.856	73.356	Bb:maj/3
73.356	73.856	D:sus4(b7)
73.856	74.856	Ab:maj
74.856	75.856	C:min7
75.856	76.856	Bb:sus2
76.856	77.856	Bb:maj
77.856	78.356	C:min
78.356	79.856	C:sus4
79.856	80.856	C:min
80.856	81.856	C:sus2
81.856	82.856	Ab:maj
82.856	83.356	Ab:maj7
83.356	83.856	Ab:maj6
83.856	85.356	Bb:maj
85.356	85.856	C:sus2
85.856	86.356	G:sus4(b7)
86.356	87.856	G:min7
87.856	89.856	C:min7
89.856	91.356	Ab:maj
91.356	91.856	Eb:maj6
91.856	92.856	Bb:maj6
92.856	93.356	Bb:maj
93.356	93.856	C:sus4(b7)
93.856	95.856	Eb:maj7/3
95.856	97.356	C:min
97.356	97.856	G:sus4
97.856	98.856	Ab:maj
98.856	99.856	Ab:maj7
99.856	100.356	Bb:maj6
