2.26	3.0
2.88	4.0
3.47	1.0
4.12	2.0
4.79	3.0
5.43	4.0
6.07	1.0
6.73	2.0
7.39	3.0
8.03	4.0
8.69	1.0
9.33	2.0
9.99	3.0
10.64	4.0
11.29	1.0
11.94	2.0
12.61	3.0
13.26	4.0
13.91	1.0
14.56	2.0
15.22	3.0
15.86	4.0
16.51	1.0
17.17	2.0
17.82	3.0
18.48	4.0
19.12	1.0
19.78	2.0
20.42	3.0
21.08	4.0
21.73	1.0
22.38	2.0
23.04	3.0
23.71	4.0
24.35	1.0
25.0	2.0
25.64	3.0
26.3	4.0
26.94	1.0
27.6	2.0
28.25	3.0
28.92	4.0
29.55	1.0
30.2	2.0
30.87	3.0
31.51	4.0
32.17	1.0
32.82	2.0
33.48	3.0
34.13	4.0
34.78	1.0
35.43	2.0
36.08	3.0
36.74	4.0
37.39	1.0
38.03	2.0
38.69	3.0
39.35	4.0
40.0	1.0
40.65	2.0
41.3	3.0
41.95	4.0
42.61	1.0
43.25	2.0
43.9	3.0
44.56	4.0
45.21	1.0
45.87	2.0
46.52	3.0
47.16	4.0
47.82	1.0
48.47	2.0
49.13	3.0
49.77	4.0
50.43	1.0
51.07	2.0
51.74	3.0
52.38	4.0
53.04	1.0
53.7	2.0
54.35	3.0
55.0	4.0
55.66	1.0
56.31	2.0
56.96	3.0
57.61	4.0
58.26	1.0
58.92	2.0
59.56	3.0
60.21	4.0
60.86	1.0
61.52	2.0
62.16	3.0
62.83	4.0
63.48	1.0
64.12	2.0
64.78	3.0
65.44	4.0
66.08	1.0
66.73	2.0
67.4	3.0
68.03	4.0
68.69	1.0
69.35	2.0
70.0	3.0
70.65	4.0
71.3	1.0
71.95	2.0
72.61	3.0
73.25	4.0
73.91	1.0
74.57	2.0
75.21	3.0
75.87	4.0
76.53	1.0
77.17	2.0
77.84	3.0
78.48	4.0
79.13	1.0
79.77	2.0
80.43	3.0
81.09	4.0
81.73	1.0
82.4	2.0
83.04	3.0
83.69	4.0
84.33	1.0
85.0	2.0
85.66	3.0
86.3	4.0
86.96	1.0
87.61	2.0
88.26	3.0
88.92	4.0
89.56	1.0
90.21	2.0
90.86	3.0
91.52	4.0
92.17	1.0
92.83	2.0
93.47	3.0
94.13	4.0
94.77	1.0
95.43	2.0
96.09	3.0
96.75	4.0
97.39	1.0
98.05	2.0
98.7	3.0
99.35	4.0
100.0	1.0
100.66	2.0
101.3	3.0
101.96	4.0
102.61	1.0
103.26	2.0
103.9	3.0
104.57	4.0
105.21	1.0
105.87	2.0
106.53	3.0
107.17	4.0
107.83	1.0
108.48	2.0
109.13	3.0
109.79	4.0
110.43	1.0
111.1	2.0
111.75	3.0
112.4	4.0
113.04	1.0
113.69	2.0
114.36	3.0
115.0	4.0
115.64	1.0
116.28	2.0
116.94	3.0
117.6	4.0
118.26	1.0
118.91	2.0
119.54	3.0
120.22	4.0
120.87	1.0
121.51	2.0
122.18	3.0
122.83	4.0
123.48	1.0
124.13	2.0
124.78	3.0
125.44	4.0
126.08	1.0
126.75	2.0
127.38	3.0
128.05	4.0
128.7	1.0
129.34	2.0
129.99	3.0
130.66	4.0
131.31	1.0
131.95	2.0
132.62	3.0
133.28	4.0
133.91	1.0
134.56	2.0
135.23	3.0
135.86	4.0
136.52	1.0
137.16	2.0
137.84	3.0
138.48	4.0
139.13	1.0
139.77	2.0
140.44	3.0
141.09	4.0
141.73	1.0
142.39	2.0
143.04	3.0
143.69	4.0
144.36	1.0
145.0	2.0
145.66	3.0
146.3	4.0
146.96	1.0
147.62	2.0
148.26	3.0
148.92	4.0
149.55	1.0
150.22	2.0
150.87	3.0
151.52	4.0
152.18	1.0
152.83	2.0
153.48	3.0
154.12	4.0
154.79	1.0
155.43	2.0
156.09	3.0
156.75	4.0
157.39	1.0
158.04	2.0
158.7	3.0
159.35	4.0
160.01	1.0
160.65	2.0
161.31	3.0
161.94	4.0
162.61	1.0
163.27	2.0
163.92	3.0
164.57	4.0
165.22	1.0
165.87	2.0
166.53	3.0
167.18	4.0
167.83	1.0
168.49	2.0
169.13	3.0
169.79	4.0
170.44	1.0
171.09	2.0
171.74	3.0
172.39	4.0
173.04	1.0
173.7	2.0
174.35	3.0
175.01	4.0
175.65	1.0
176.32	2.0
176.97	3.0
177.62	4.0
178.26	1.0
178.92	2.0
179.58	3.0
180.23	4.0
180.87	1.0
181.53	2.0
182.18	3.0
182.83	4.0
183.47	1.0
184.14	2.0
184.79	3.0
185.44	4.0
186.1	1.0
186.75	2.0
187.41	3.0
188.05	4.0
188.7	1.0
189.36	2.0
190.0	3.0
190.66	4.0
191.31	1.0
191.96	2.0
192.62	3.0
193.26	4.0
193.91	1.0
194.57	2.0
