0.783	1.783	N
1.783	2.783	N
2.783	4.783	F:maj
4.783	6.783	F:7/b7
6.783	10.783	Bb:sus2
10.783	12.783	D:min7/b7
12.783	14.783	F:dim7
14.783	18.783	C:maj/3
18.783	20.783	F:min
20.783	22.783	Bb:maj
22.783	24.783	C:min
24.783	26.783	F:min
26.783	28.783	F:min
28.783	30.783	Bb:maj
30.783	32.783	C:min
32.783	34.783	F:min
34.783	38.783	Bb:maj
38.783	42.783	F:min
42.783	46.783	Ab:maj
46.783	50.783	Bb:maj
50.783	54.745714	F:min
54.745714	58.555238	Bb:maj
58.555238	60.46	C:min
60.46	62.364762	Bb:maj
62.364762	64.269524	F:min
64.269524	66.174286	Bb:maj
66.174286	68.079048	Eb:maj
68.079048	69.98381	F:min
69.98381	71.888572	Bb:maj
71.888572	73.793334	Ab:maj
73.793334	75.698096	Ab:maj
75.698096	77.602858	C:min
77.602858	79.50762	F:min
79.50762	81.412382	Ab:maj
81.412382	83.317144	G:min
83.317144	85.221906	Bb:maj
85.221906	87.126668	G:min
87.126668	89.03143	C:min
89.03143	90.936192	Bb:maj
90.936192	92.840954	C:min
92.840954	94.745716	Ab:maj
94.745716	95.698097	F#:maj
95.698097	96.650478	D:maj/3
96.650478	98.55524	Eb:maj
98.55524	100.460002	F:min
100.460002	102.364764	Eb:maj
102.364764	104.269526	Bb:maj
104.269526	106.174288	Bb:maj
106.174288	108.07905	Eb:maj
108.07905	109.983812	Ab:maj
109.983812	111.888574	A:dim
111.888574	115.698098	Bb:maj
115.698098	117.60286	Eb:maj
117.60286	119.507622	Bb:maj
119.507622	121.412384	Bb:maj
121.412384	123.317146	Eb:maj
123.317146	125.221908	Ab:maj
125.221908	127.12667	A:dim
127.12667	130.936194	Bb:maj
130.936194	134.745718	F:min
134.745718	138.555242	F:min
138.555242	142.364766	F:maj
142.364766	145.221909	Ab:maj
145.221909	146.17429	F:maj
146.17429	148.079052	Ab:maj
148.079052	149.983814	Ab:maj7/7
149.983814	153.793338	Bb:maj
153.793338	155.6981	Eb:maj
155.6981	157.602862	Bb:maj
157.602862	159.507624	Bb:maj
159.507624	161.412386	Eb:maj
161.412386	163.317148	Ab:maj
163.317148	165.22191	A:dim
165.22191	169.031434	Bb:maj
169.031434	170.936196	Eb:maj
170.936196	172.840958	Bb:maj
172.840958	174.74572	Bb:maj
174.74572	176.650482	Eb:maj
176.650482	178.555244	Ab:maj
178.555244	180.460006	A:dim
180.460006	184.26953	Bb:maj
184.26953	188.079054	F:min
188.079054	191.888578	F:min
191.888578	193.79334	F:min
193.79334	198.555245	F:min
